MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
14021629,2014,Mar,7,Fire,TRASH - Trash Fire,B5,AFD,00-0604,3F,Code 3,-,"(3.026083E+7, 97745502)"
14116774,2014,Dec,7,Fire,AUTO - Auto Fire,B2,AFD,00-3801,2F,Code 3,-,"(3.044085E+7, 97781672)"
14110680,2014,Nov,18,Fire,BBQ - Unsafe Cooking,B4,AFD,00-3703,4F,Code 3,-,"(3.023624E+7, 97900086)"
14016581,2014,Feb,19,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 1,-,"(30229715, 9.772637E+7)"
14029889,2014,Mar,30,Fire,TRASH - Trash Fire,B1,AFD,00-1206,3F,Code 3,-,"(3.03097E+7, 97745295)"
14071205,2014,Jul,28,Fire,GRASS - Small Grass Fire,B4,AFD,00-3602,3F,Left Blank,-,"(30136851, 9.779679E+7)"
14058470,2014,Jun,21,Fire,TRASH - Trash Fire,B4,AFD,00-2001,3F,Code 1,-,"(30211293, 9.780986E+7)"
14076388,2014,Aug,12,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,-,"(30213747, 9.765967E+7)"
14088672,2014,Sep,17,Fire,AUTO - Auto Fire,B3,AFD,00-2606,2F,Code 3,-,"(30300237, 9.764822E+7)"
14102709,2014,Oct,27,Fire,AUTO - Auto Fire,B4,AFD,00-2005,2F,Code 3,-,"(3.020569E+7, 97785953)"
14084662,2014,Sep,5,Fire,ELEC - Electrical Fire,B5,AFD,00-0702,3F,Code 3,-,"(30251209, 9.772279E+7)"
14044202,2014,May,11,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1804,4F,Code 3,-,"(30327201, 9.769473E+7)"
14087999,2014,Sep,15,Fire,AUTO - Auto Fire,B4,AFD,00-3605,2F,Code 3,-,"(3.018286E+7, 97811553)"
14044095,2014,May,11,Fire,TRASH - Trash Fire,B3,AFD,00-3003,3F,Code 3,-,"(3.038942E+7, 97678512)"
14033644,2014,Apr,10,Fire,ELEC - Electrical Fire,B3,AFD,00-2801,3F,Code 3,-,"(30425748, 9.768292E+7)"
14086531,2014,Sep,11,Fire,ELEC - Electrical Fire,B2,AFD,00-3801,3F,Code 1,-,"(30443239, 9.780305E+7)"
14047968,2014,May,22,Fire,ELEC - Electrical Fire,B2,AFD,00-3808,3F,Code 3,-,"(3.044525E+7, 97778353)"
14091848,2014,Sep,26,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,-,"(3.041942E+7, 97672373)"
14102652,2014,Oct,27,Fire,DUMP - Dumpster Fire,B4,AFD,00-27SV,3F,Code 3,-,"(3.022774E+7, 97821525)"
14002183,2014,Jan,7,Fire,AUTO - Auto Fire,B2,AFD,00-1603,2F,Code 3,-,"(3.033849E+7, 97718324)"
14059682,2014,Jun,25,Fire,DUMP - Dumpster Fire,B3,AFD,00-2306,3F,Code 3,-,"(3.036487E+7, 97695997)"
14095665,2014,Oct,7,Fire,TRASH - Trash Fire,B3,AFD,00-0806,3F,Code 3,-,"(30378622, 9.773521E+7)"
14100201,2014,Oct,20,Fire,TRASH - Trash Fire,B3,AFD,00-4005,3F,Code 3,-,"(30430929, 9.767018E+7)"
14027468,2014,Mar,23,Fire,ELEC - Electrical Fire,B4,AFD,00-1706,3F,Code 3,-,"(3.022945E+7, 97767637)"
14119908,2014,Dec,15,Fire,TRASH - Trash Fire,B5,AFD,00-0502,3F,Code 1,-,"(3.027732E+7, 97697347)"
14025760,2014,Mar,18,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,-,"(30233278, 9.769299E+7)"
14082303,2014,Aug,29,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2402,4F,Code 1,-,"(30205807, 9.773828E+7)"
14042554,2014,May,6,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1709,4F,Code 1,-,"(3.021363E+7, 97767329)"
14038294,2014,Apr,24,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,-,"(3.021576E+7, 97786908)"
14109194,2014,Nov,14,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 1,-,"(3.040858E+7, 97678095)"
14059115,2014,Jun,23,Fire,ELEC - Electrical Fire,B5,AFD,00-2205,3F,Code 3,-,"(3.022671E+7, 97696997)"
14064259,2014,Jul,8,Fire,ELEC - Electrical Fire,B4,AFD,00-3703,3F,Code 3,-,"(3.02346E+7, 97880292)"
14027402,2014,Mar,23,Fire,ELEC - Electrical Fire,B1,AFD,00-0101,3F,Code 3,-,"(30271625, 9.773529E+7)"
14049912,2014,May,28,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,-,"(3.030456E+7, 97681313)"
14084748,2014,Sep,6,Fire,TRASH - Trash Fire,B3,AFD,00-0802,3F,Code 3,-,"(3.036742E+7, 97706236)"
14101859,2014,Oct,25,Fire,DUMP - Dumpster Fire,B5,AFD,00-2402,3F,Code 3,-,"(3.020473E+7, 97756601)"
14056693,2014,Jun,15,Fire,AUTO - Auto Fire,B4,AFD,00-1708,2F,Code 1,-,"(3.022248E+7, 97764171)"
14025485,2014,Mar,17,Fire,TRASH - Trash Fire,B4,AFD,00-2005,3F,Code 3,-,"(30208124, 9.779477E+7)"
14026840,2014,Mar,21,Fire,GRASS - Small Grass Fire,B4,AFD,00-2903,3F,Code 3,-,"(30173989, 9.782717E+7)"
14078032,2014,Aug,17,Fire,GRASS - Small Grass Fire,B4,AFD,00-3607,3F,Code 3,-,"(3.018689E+7, 97773177)"
14048100,2014,May,22,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 1,-,"(30423384, 9.769112E+7)"
14112945,2014,Nov,25,Fire,DUMP - Dumpster Fire,B3,AFD,00-3001,3F,Code 3,-,"(30383186, 9.771178E+7)"
14000815,2014,Jan,3,Fire,AUTO - Auto Fire,B1,AFD,00-1002,2F,Code 3,-,"(3.02967E+7, 97768259)"
14111050,2014,Nov,20,Fire,ELEC - Electrical Fire,B2,AFD,00-2101,3F,Code 1,-,"(30357366, 9.77507E+7)"
14091684,2014,Sep,26,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 1,-,"(30255378, 9.776189E+7)"
14002514,2014,Jan,8,Fire,BOXL- Structure Fire,B4,AFD,00-2904,1F,Code 3,-,"(30174781, 9.783592E+7)"
14078014,2014,Aug,17,Fire,AUTO - Auto Fire,B3,AFD,00-1403,2F,Code 3,-,"(30284076, 9.772042E+7)"
14102570,2014,Oct,27,Fire,GRASS - Small Grass Fire,B5,AFD,00-1503,3F,Code 3,-,"(30257822, 9.770439E+7)"
14025316,2014,Mar,17,Fire,AUTO - Auto Fire,B5,AFD,00-1502,2F,Code 3,-,"(30226764, 9.768084E+7)"
14086100,2014,Sep,9,Fire,ELEC - Electrical Fire,B2,AFD,00-1903,3F,Code 3,-,"(30346266, 9.776282E+7)"
14049470,2014,May,26,Fire,BBQ - Unsafe Cooking,B2,AFD,00-1601,4F,Code 1,-,"(30344364, 9.773675E+7)"
14012985,2014,Feb,8,Fire,GRASS - Small Grass Fire,B5,AFD,00-0603,3F,Code 1,-,"(3.024394E+7, 97755085)"
14029733,2014,Mar,30,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,-,"(3.022756E+7, 97727971)"
14042134,2014,May,5,Fire,GRASS - Small Grass Fire,B4,AFD,00-1104,3F,Code 3,-,"(30265058, 9.776541E+7)"
14082863,2014,Aug,31,Fire,AUTO - Auto Fire,B4,AFD,00-2704,2F,Code 3,-,"(3.021965E+7, 97836234)"
14123995,2014,Dec,28,Fire,ELEC - Electrical Fire,B3,AFD,00-1802,3F,Code 3,-,"(30305905, 9.767913E+7)"
14112838,2014,Nov,24,Fire,ELEC - Electrical Fire,B2,AFD,00-3303,3F,Code 3,-,"(3.041186E+7, 97768461)"
14051195,2014,May,31,Fire,GRASS - Small Grass Fire,B4,AFD,00-2702,3F,Code 3,-,"(3.022579E+7, 97841214)"
14086506,2014,Sep,11,Fire,ELEC - Electrical Fire,B1,AFD,00-0102,3F,Code 3,-,"(30271469, 9.774023E+7)"
14034759,2014,Apr,14,Fire,ELEC - Electrical Fire,B1,AFD,00-0301,3F,Code 3,-,"(3.029412E+7, 97740115)"
14066153,2014,Jul,14,Fire,AUTO - Auto Fire,B4,AFD,00-3603,2F,Code 3,-,"(30112445, 9.780777E+7)"
14124951,2014,Dec,31,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 3,-,"(30187706, 9.776287E+7)"
14093843,2014,Oct,2,Fire,DUMP - Dumpster Fire,B3,AFD,00-3005,3F,Code 3,-,"(3.037023E+7, 97690145)"
14123064,2014,Dec,25,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,-,"(3.026148E+7, 97741401)"
14096473,2014,Oct,9,Fire,AUTO - Auto Fire,B3,AFD,00-4005,2F,Left Blank,-,"(30441269, 9.766485E+7)"
14051628,2014,Jun,1,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1803,4F,Code 1,-,"(30318252, 9.770668E+7)"
14006835,2014,Jan,21,Fire,GRASS - Small Grass Fire,B4,AFD,00-3608,3F,Code 3,-,"(30160009, 9.77891E+7)"
14068147,2014,Jul,19,Fire,BBQ - Unsafe Cooking,B2,AFD,00-1602,4F,Code 3,-,"(30334279, 9.770721E+7)"
14030905,2014,Apr,2,Fire,AUTO - Auto Fire,B4,AFD,00-27SV,2F,Code 3,-,"(30230296, 9.781992E+7)"
14105618,2014,Nov,4,Fire,TRASH - Trash Fire,B5,AFD,00-4201,3F,Code 3,-,"(3.020948E+7, 97651511)"
14086857,2014,Sep,12,Fire,AUTO - Auto Fire,B3,AFD,00-4003,2F,Code 3,-,"(30379306, 9.765421E+7)"
14020550,2014,Mar,3,Fire,ELEC - Electrical Fire,B4,AFD,00-3604,3F,Code 3,-,"(30173966, 9.780619E+7)"
14063668,2014,Jul,6,Fire,TRASH - Trash Fire,B5,AFD,00-2201,3F,Code 3,-,"(3.021759E+7, 97708464)"
14099739,2014,Oct,18,Fire,TRASH - Trash Fire,B1,AFD,00-1003,3F,Code 3,-,"(30275916, 9.777076E+7)"
14110263,2014,Nov,17,Fire,ELEC - Electrical Fire,B3,AFD,00-1405,3F,Code 3,-,"(30303065, 9.771838E+7)"
14115077,2014,Dec,2,Fire,AUTO - Auto Fire,B3,AFD,00-0806,2F,Code 3,-,"(3.038221E+7, 97720491)"
14113771,2014,Nov,27,Fire,BBQ - Unsafe Cooking,B3,AFD,00-4103,4F,Code 1,-,"(3.032911E+7, 97641973)"
14069112,2014,Jul,22,Fire,AUTO - Auto Fire,B5,AFD,00-2204,2F,Code 3,-,"(3.023518E+7, 97714684)"
14043730,2014,May,10,Fire,AUTO - Auto Fire,B3,AFD,00-0804,2F,Code 3,-,"(30353991, 9.771494E+7)"
14083614,2014,Sep,2,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2204,4F,Code 1,-,"(3.024037E+7, 97700389)"
14013473,2014,Feb,10,Fire,TRASH - Trash Fire,B4,AFD,00-1104,3F,Code 3,-,"(30267137, 9.777075E+7)"
14027071,2014,Mar,22,Fire,ELEC - Electrical Fire,B3,AFD,00-2301,3F,Left Blank,-,"(30355518, 9.768205E+7)"
14102428,2014,Oct,26,Fire,DUMP - Dumpster Fire,B3,AFD,00-3001,3F,Code 3,-,"(3.038084E+7, 97710694)"
14077706,2014,Aug,16,Fire,TRASH - Trash Fire,B3,AFD,00-2805,3F,Code 1,-,"(30400387, 9.77262E+7)"
14083360,2014,Sep,2,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,-,"(3.027861E+7, 97711909)"
14113347,2014,Nov,26,Fire,TRASH - Trash Fire,B3,AFD,00-4101,3F,Code 3,-,"(30352623, 9.761424E+7)"
14000889,2014,Jan,3,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,-,"(30305753, 9.770285E+7)"
14048370,2014,May,23,Fire,AUTO - Auto Fire,B4,AFD,00-2005,2F,Code 3,-,"(30197176, 9.778274E+7)"
14100117,2014,Oct,19,Fire,TRASH - Trash Fire,B4,AFD,00-2702,3F,Code 3,-,"(30229514, 9.784632E+7)"
14085216,2014,Sep,7,Fire,TRASH - Trash Fire,B3,AFD,00-2303,3F,Code 3,-,"(30336907, 9.767602E+7)"
14036484,2014,Apr,19,Fire,AUTO - Auto Fire,B2,AFD,00-2502,2F,Code 3,-,"(30407354, 9.774535E+7)"
14117891,2014,Dec,10,Fire,ELEC - Electrical Fire,B5,AFD,00-0701,3F,Code 3,-,"(3.025766E+7, 97731388)"
14100253,2014,Oct,20,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Left Blank,-,"(3.026432E+7, 97744197)"
14114645,2014,Nov,30,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1406,4F,Code 1,-,"(30305371, 9.771691E+7)"
14016208,2014,Feb,18,Fire,TRASH - Trash Fire,B3,AFD,00-2805,3F,Code 3,-,"(30400387, 9.77262E+7)"
14083228,2014,Sep,1,Fire,TRASH - Trash Fire,B4,AFD,00-2001,3F,Code 1,-,"(30211293, 9.780986E+7)"
14041732,2014,May,4,Fire,GRASS - Small Grass Fire,B1,AFD,00-0902,3F,Code 3,-,"(30308849, 9.772109E+7)"
14000012,2014,Jan,1,Fire,BOXL- Structure Fire,B3,AFD,00-4103,1F,Code 3,-,"(30329118, 9.764184E+7)"
14103016,2014,Oct,28,Fire,AUTO - Auto Fire,B3,AFD,00-2305,2F,Code 3,-,"(3.035081E+7, 97709153)"
14120276,2014,Dec,16,Fire,TRASH - Trash Fire,B4,AFD,00-1709,3F,Code 1,-,"(3.021748E+7, 97767306)"
14003938,2014,Jan,11,Fire,DUMP - Dumpster Fire,B4,AFD,00-3607,3F,Left Blank,-,"(3.018775E+7, 97772892)"
14058063,2014,Jun,20,Fire,ELEC - Electrical Fire,B3,AFD,00-1802,3F,Code 3,-,"(3.031503E+7, 97691955)"
14048080,2014,May,22,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,-,"(3.023817E+7, 9.769186E+7)"
14058126,2014,Jun,20,Fire,AUTO - Auto Fire,B3,AFD,00-1802,2F,Code 3,-,"(30293602, 9.767776E+7)"
14094447,2014,Oct,3,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,-,"(3.026494E+7, 97738939)"
14079099,2014,Aug,20,Fire,TRASH - Trash Fire,B4,AFD,00-2001,3F,Code 3,-,"(30211293, 9.780986E+7)"
14000959,2014,Jan,3,Fire,ELEC - Electrical Fire,B3,AFD,00-1403,3F,Code 3,-,"(3.028276E+7, 97705753)"
14069519,2014,Jul,23,Fire,ELEC - Electrical Fire,B2,AFD,00-1601,3F,Code 3,-,"(30344364, 9.773675E+7)"
14012252,2014,Feb,6,Fire,TRASH - Trash Fire,B2,AFD,00-1903,3F,Code 3,-,"(3.034151E+7, 97753017)"
14003557,2014,Jan,10,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,-,"(3.026809E+7, 97736571)"
14018688,2014,Feb,26,Fire,ELEC - Electrical Fire,B3,AFD,00-2803,3F,Code 3,-,"(30408406, 9.770308E+7)"
14025776,2014,Mar,18,Fire,TRASH - Trash Fire,B5,AFD,00-2401,3F,Code 3,-,"(3.01917E+7, 97743118)"
14013616,2014,Feb,10,Fire,ELEC - Electrical Fire,B3,AFD,00-2803,3F,Code 3,-,"(30412153, 9.769659E+7)"
14086805,2014,Sep,11,Fire,ELEC - Electrical Fire,B4,AFD,00-2910,3F,Code 3,-,"(3.015349E+7, 97859326)"
14010943,2014,Feb,1,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3902,4F,Code 1,-,"(3.039436E+7, 97833692)"
14103651,2014,Oct,30,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,-,"(3.031728E+7, 97682473)"
14022923,2014,Mar,10,Fire,ELEC - Electrical Fire,B3,AFD,00-2305,3F,Code 3,-,"(3.034112E+7, 97701985)"
14030260,2014,Mar,31,Fire,TRASH - Trash Fire,B4,AFD,00-2004,3F,Code 3,-,"(3.022442E+7, 97795739)"
14045870,2014,May,16,Fire,ELEC - Electrical Fire,B5,AFD,00-0504,3F,Code 3,-,"(3.030764E+7, 97669537)"
14043198,2014,May,8,Fire,TRASH - Trash Fire,B5,AFD,00-3502,3F,Code 3,-,"(3.022828E+7, 97742193)"
14074842,2014,Aug,8,Fire,TRASH - Trash Fire,B2,AFD,00-1602,3F,Code 3,-,"(3.03404E+7, 97713334)"
14011516,2014,Feb,3,Fire,ELEC - Electrical Fire,B3,AFD,00-0807,3F,Code 3,-,"(30389523, 9.774418E+7)"
14095989,2014,Oct,8,Fire,AUTO - Auto Fire,B3,AFD,00-2303,2F,Code 3,-,"(30330344, 9.768065E+7)"
14073918,2014,Aug,5,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,-,"(3.027394E+7, 97679344)"
14100688,2014,Oct,21,Fire,AUTO - Auto Fire,B4,AFD,00-1102,2F,Code 3,-,"(30240429, 9.777909E+7)"
14041472,2014,May,3,Fire,ELEC - Electrical Fire,B3,AFD,00-0805,3F,Code 1,-,"(3.036227E+7, 97737769)"
14025110,2014,Mar,16,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0804,4F,Code 1,-,"(3.035842E+7, 9.772117E+7)"
14072939,2014,Aug,2,Fire,AUTO - Auto Fire,B1,AFD,00-0902,2F,Code 3,-,"(30308633, 9.772839E+7)"
14110518,2014,Nov,18,Fire,TRASH - Trash Fire,B5,AFD,00-2206,3F,Code 3,-,"(3.02202E+7, 97693662)"
14060502,2014,Jun,27,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,-,"(30268884, 9.772433E+7)"
14041470,2014,May,3,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,-,"(3.027103E+7, 97687187)"
14025544,2014,Mar,18,Fire,AUTO - Auto Fire,B4,AFD,00-1702,2F,Code 3,-,"(3.020688E+7, 97776782)"
14086993,2014,Sep,12,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,-,"(3.041827E+7, 97695263)"
14102760,2014,Oct,27,Fire,AUTO - Auto Fire,B3,AFD,00-2301,2F,Code 3,-,"(3.035862E+7, 97687146)"
14083823,2014,Sep,3,Fire,ELEC - Electrical Fire,B5,AFD,00-2204,3F,Code 3,-,"(3.023018E+7, 97706227)"
14016480,2014,Feb,19,Fire,AUTO - Auto Fire,B4,AFD,00-27SV,2F,Code 3,-,"(3.022774E+7, 97821525)"
14028314,2014,Mar,26,Fire,TRASH - Trash Fire,B1,AFD,00-0902,3F,Left Blank,-,"(30312069, 9.771534E+7)"
14043933,2014,May,10,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,-,"(30264045, 9.772953E+7)"
14042278,2014,May,6,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,-,"(3.023518E+7, 97714684)"
14001604,2014,Jan,5,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,-,"(3.024025E+7, 9.772704E+7)"
14001058,2014,Jan,3,Fire,AUTO - Auto Fire,B4,AFD,00-3601,2F,Code 3,-,"(30167598, 9.778585E+7)"
14071773,2014,Jul,30,Fire,AUTO - Auto Fire,B2,AFD,00-2104,2F,Code 3,-,"(3.037644E+7, 97754124)"
14021513,2014,Mar,6,Fire,AUTO - Auto Fire,B2,AFD,00-2504,2F,Code 3,-,"(3.041679E+7, 97749528)"
14061561,2014,Jun,30,Fire,GRASS - Small Grass Fire,B3,AFD,00-0801,3F,Code 3,-,"(3.037585E+7, 97717889)"
14053563,2014,Jun,7,Fire,DUMP - Dumpster Fire,B2,AFD,00-1601,3F,Code 3,-,"(30349697, 9.771725E+7)"
14057436,2014,Jun,18,Fire,TRASH - Trash Fire,B2,AFD,00-2501,3F,Code 3,-,"(3.042165E+7, 97749852)"
14115097,2014,Dec,2,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,3F,Code 3,-,"(30201973, 9.779113E+7)"
14041088,2014,May,2,Fire,BBQ - Unsafe Cooking,B5,AFD,00-0502,4F,Code 3,-,"(3.026806E+7, 97696154)"
14039604,2014,Apr,28,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,-,"(3.023518E+7, 97714684)"
14093138,2014,Sep,30,Fire,AUTO - Auto Fire,B5,AFD,00-1505,2F,Code 3,-,"(3.025054E+7, 97684114)"
14114769,2014,Dec,1,Fire,AUTO - Auto Fire,B4,AFD,00-3611,2F,Code 3,-,"(30187993, 9.777179E+7)"
14108619,2014,Nov,13,Fire,AUTO - Auto Fire,B4,AFD,00-2006,2F,Code 3,-,"(3.018569E+7, 97804372)"
14055009,2014,Jun,11,Fire,TRASH - Trash Fire,B4,AFD,00-1709,3F,Code 3,-,"(3.020785E+7, 97768522)"
14004807,2014,Jan,14,Fire,TRASH - Trash Fire,B3,AFD,00-2806,3F,Code 3,-,"(3.041127E+7, 97721202)"
14096622,2014,Oct,9,Fire,ELEC - Electrical Fire,B4,AFD,00-2702,3F,Code 3,-,"(3.023495E+7, 97857734)"
14017831,2014,Feb,23,Fire,AUTO - Auto Fire,B4,AFD,00-2001,2F,Code 3,-,"(3.020292E+7, 97806909)"
14022190,2014,Mar,8,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,-,"(30280614, 9.768227E+7)"
14072136,2014,Jul,31,Fire,GRASS - Small Grass Fire,B3,AFD,00-4105,3F,Code 3,-,"(30363147, 9.760966E+7)"
14026060,2014,Mar,19,Fire,GRASS - Small Grass Fire,B3,AFD,00-1801,3F,Code 3,-,"(3.032105E+7, 97687617)"
14112405,2014,Nov,23,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,-,"(30257865, 9.772087E+7)"
14114953,2014,Dec,1,Fire,ELEC - Electrical Fire,B2,AFD,00-3907,3F,Code 3,-,"(30431148, 9.784188E+7)"
14072139,2014,Jul,31,Fire,AUTO - Auto Fire,B3,AFD,00-3001,2F,Code 3,-,"(3.037823E+7, 97710967)"
14030028,2014,Mar,31,Fire,GRASS - Small Grass Fire,B3,AFD,00-4005,3F,Left Blank,-,"(30440993, 9.766387E+7)"
14072889,2014,Aug,2,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2204,4F,Code 1,-,"(3.023518E+7, 97714684)"
14027723,2014,Mar,24,Fire,GRASS - Small Grass Fire,B4,AFD,00-3604,3F,Code 3,-,"(30173966, 9.780619E+7)"
14098980,2014,Oct,16,Fire,GRASS - Small Grass Fire,B4,AFD,00-3202,3F,Code 3,-,"(30273867, 9.777184E+7)"
14080756,2014,Aug,25,Fire,DUMP - Dumpster Fire,B2,AFD,00-3906,3F,Code 3,-,"(3.042516E+7, 97843922)"
14059456,2014,Jun,24,Fire,AUTO - Auto Fire,B4,AFD,00-3604,2F,Code 3,-,"(30173092, 9.781699E+7)"
14061475,2014,Jun,30,Fire,AUTO - Auto Fire,B1,AFD,00-0901,2F,Code 3,-,"(30306756, 9.773557E+7)"
14016673,2014,Feb,20,Fire,TRASH - Trash Fire,B2,AFD,00-3103,3F,Code 1,-,"(30371658, 9.778569E+7)"
14091977,2014,Sep,26,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0804,4F,Code 1,-,"(30367035, 9.772288E+7)"
14014473,2014,Feb,13,Fire,ELEC - Electrical Fire,B2,AFD,00-1905,3F,Code 3,-,"(30331737, 9.776727E+7)"
14032493,2014,Apr,7,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,-,"(3.039379E+7, 97704081)"
14022778,2014,Mar,10,Fire,AUTO - Auto Fire,B2,AFD,00-3401,2F,Code 3,-,"(3.045803E+7, 97792175)"
14113105,2014,Nov,25,Fire,TRASH - Trash Fire,B3,AFD,00-0804,3F,Code 3,-,"(30356168, 9.772337E+7)"
14059878,2014,Jun,25,Fire,ELEC - Electrical Fire,B4,AFD,00-3701,3F,Code 3,-,"(3.02481E+7, 97872677)"
14102708,2014,Oct,27,Fire,AUTO - Auto Fire,B4,AFD,00-2005,2F,Code 3,-,"(30205835, 9.778586E+7)"
14009620,2014,Jan,28,Fire,TRASH - Trash Fire,B3,AFD,00-3005,3F,Code 3,-,"(3.036721E+7, 97684667)"
14038097,2014,Apr,24,Fire,ELEC - Electrical Fire,B4,AFD,00-1103,3F,Code 3,-,"(30252628, 9.779233E+7)"
14045720,2014,May,16,Fire,TRASH - Trash Fire,B5,AFD,00-2203,3F,Code 3,-,"(3.023752E+7, 97717205)"
14098534,2014,Oct,15,Fire,ELEC - Electrical Fire,B2,AFD,00-1601,3F,Code 3,-,"(30354043, 9.773217E+7)"
14089259,2014,Sep,18,Fire,GRASS - Small Grass Fire,B4,AFD,00-1101,3F,Other,-,"(30259253, 9.776152E+7)"
14027320,2014,Mar,22,Fire,DUMP - Dumpster Fire,B4,AFD,00-2903,3F,Code 3,-,"(30176132, 9.782718E+7)"
14063258,2014,Jul,5,Fire,GRASS - Small Grass Fire,B5,AFD,00-4202,3F,Code 3,-,"(3.019929E+7, 97630666)"
14036917,2014,Apr,20,Fire,ELEC - Electrical Fire,B4,AFD,00-1705,3F,Code 3,-,"(3.023632E+7, 97797699)"
14097627,2014,Oct,12,Fire,ELEC - Electrical Fire,B3,AFD,00-2803,3F,Code 3,-,"(30410739, 9.769551E+7)"
14078472,2014,Aug,18,Fire,AUTO - Auto Fire,B5,AFD,00-2403,2F,Left Blank,-,"(30187706, 9.776287E+7)"
14005740,2014,Jan,17,Fire,ELEC - Electrical Fire,B4,AFD,00-1702,3F,Code 3,-,"(3.021264E+7, 97784592)"
14038050,2014,Apr,24,Fire,TRASH - Trash Fire,B3,AFD,00-0801,3F,Code 3,-,"(3.03688E+7, 97717612)"
14052312,2014,Jun,3,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 1,-,"(30229715, 9.772637E+7)"
14018847,2014,Feb,26,Fire,AUTO - Auto Fire,B3,AFD,00-4004,2F,Code 3,-,"(30397168, 9.767231E+7)"
14048846,2014,May,24,Fire,ELEC - Electrical Fire,B3,AFD,00-3002,3F,Code 3,-,"(30386267, 9.769194E+7)"
14118922,2014,Dec,13,Fire,ELEC - Electrical Fire,B3,AFD,00-2601,3F,Code 3,-,"(3.029403E+7, 97627817)"
14040778,2014,May,1,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(3.026455E+7, 97704063)"
14004060,2014,Jan,12,Fire,TRASH - Trash Fire,B3,AFD,00-2305,3F,Code 3,-,"(30347069, 9.770218E+7)"
14030172,2014,Mar,31,Fire,AUTO - Auto Fire,B3,AFD,00-2801,2F,Left Blank,-,"(3.041638E+7, 97673125)"
14005985,2014,Jan,18,Fire,GRASS - Small Grass Fire,B5,AFD,00-2204,3F,Code 3,-,"(3.023558E+7, 9.770187E+7)"
14111671,2014,Nov,21,Fire,ELEC - Electrical Fire,B2,AFD,00-2104,3F,Code 3,-,"(30363726, 9.774496E+7)"
14049559,2014,May,27,Fire,AUTO - Auto Fire,B4,AFD,00-1707,2F,Code 3,-,"(30229542, 9.775999E+7)"
14026883,2014,Mar,21,Fire,ELEC - Electrical Fire,B4,AFD,00-2002,3F,Code 3,-,"(30197649, 9.781704E+7)"
14008231,2014,Jan,24,Fire,TRASH - Trash Fire,B2,AFD,00-3401,3F,Code 3,-,"(3.046382E+7, 97789209)"
14117469,2014,Dec,9,Fire,ELEC - Electrical Fire,B1,AFD,00-0102,3F,Code 3,-,"(30276507, 9.773966E+7)"
